item_code,HV,SS,OS,MS,weight,description
1.1.02.1.1.05.0,7.6886937651796226,0.0,,,0.0055699977720008904,others: birds; crab; oyster; tortoise; etc.
1.1.02.2.1.01.X,2.8886835956537738,0.0,,,1.2671294931482,fish; prawn
1.1.03.1.1.01.0,5.162561515994819,0.0,,,0.43084982766006,eggs (no.)
1.1.04.1.1.01.X,2.1937068635935124,0.0,,,6.4188574324570205,milk: liquid (litre)
1.1.04.2.1.01.0,3.360137929105578,0.021367630039200725,,,0.025329989868000002,baby food
1.1.04.2.1.02.X,2.298249502322326,0.0,,,0.041139983544,milk: condensed/powder
1.1.04.2.1.03.0,2.218653893312645,0.0,,,0.09421996231201,curd
1.1.04.2.1.04.0,2.6696666432573095,0.0,,,0.027469989012,other milk products
1.1.05.1.1.01.0,14.552514440408007,0.0,,,1.32677946928821,mustard oil
1.1.05.1.1.02.0,7.863945665108565,0.0,,,0.33276986689205,groundnut oil
1.1.05.1.1.03.0,31.758603834773968,0.0,,,0.07883996846401,coconut oil
1.1.05.1.1.04.0,14.064994124671415,0.0,,,1.2623794950482,refined oil [sunflower; soyabean; saffola; etc.]
1.1.05.2.1.01.0,4.998511531858242,0.0,,,0.47444981022007,ghee
1.1.05.2.1.02.0,3.016072125336607,0.1352047865604702,,,0.010409995836,butter
1.1.05.2.1.03.0,12.752263880102898,0.0,,,0.07186997125201,vanaspati; margarine
1.1.06.1.1.01.0,7.014144868655892,0.005743395149472197,,,0.55979977608008,banana (no.)
1.1.06.1.1.02.0,13.701125122646564,0.051112130988883564,,,0.004139998344000662,jackfruit
1.1.06.1.1.03.0,11.324019315723238,0.0,,,0.046839981264,watermelon
1.1.06.1.1.04.0,9.922399337986977,0.0,,,0.0036999985200005924,pineapple (no.)
1.1.06.1.1.05.0,17.63178280688341,0.0,,,0.26252989498803997,coconut (no.)
1.1.06.1.1.06.0,4.638585453731131,0.0,,,0.045869981652,green coconut (no.)
1.1.06.1.1.07.0,6.2478888421456045,0.0,,,0.08132996746801,guava
1.1.06.1.1.08.0,10.465196530519236,0.30309381507845734,,,0.002109999156000337,singara
1.1.06.1.1.09.X,9.257269525626345,0.0,,,0.12517994992801998,orange; mausami (no.)
1.1.06.1.1.10.0,9.944467600366071,0.0,,,0.047439981024,papaya
1.1.06.1.1.11.0,16.115653158625726,0.0,,,0.32016987193205,mango
1.1.06.1.1.12.0,11.075043889257081,0.0,,,0.012429995028,kharbooza
1.1.06.1.1.13.X,15.837132741361343,0.0,,,0.0005399997840000864,pears/nashpati
1.1.06.1.1.14.0,14.31834344725534,0.0,,,0.0013899994440002225,berries
1.1.06.1.1.15.0,13.524444177187972,0.0,,,0.008489996604001357,leechi
1.1.06.1.1.16.0,10.955865264144938,0.0,,,0.47017981192807,apple
1.1.06.1.1.17.0,7.719650695753402,0.0,,,0.15339993864002,grapes
1.1.06.1.1.18.0,6.276692479986438,0.0,,,0.11938995224401001,other fresh fruits
1.1.06.2.1.01.0,19.705937263230894,0.0,,,0.10067995972801,coconut: copra
1.1.06.2.1.02.0,5.832172328367622,0.046273812474398546,,,0.28768988492404,groundnut
1.1.06.2.1.03.0,5.3047693440147965,0.0,,,0.041569983372,dates
1.1.06.2.1.04.0,7.636289218158478,0.0,,,0.07742996902801,cashewnut
1.1.06.2.1.05.0,5.603364329173962,0.0,,,0.0027099989160004334,walnut
1.1.06.2.1.06.0,4.665466560476641,0.0,,,0.014239994304,other nuts
1.1.06.2.1.07.X,6.031129211346761,0.11007717704861952,,,0.056159977536,raisin; kishmish; monacca; etc.
1.1.06.2.1.08.0,2.7566365182215105,0.02606253144147741,,,0.045979981608,other dry fruits
1.1.07.1.1.01.0,37.804859019764635,0.02174431083382833,,,0.9840396063841499,potato
1.1.07.1.1.02.0,60.40078450096635,0.0,,,0.6440897423641,onion
1.1.07.1.1.03.0,9.297496546436411,0.0,,,0.07206997117201,radish
1.1.07.1.1.04.0,18.418771103295313,0.006726066393698771,,,0.09394996242001,carrot
1.1.07.1.1.05.0,61.864639143154676,0.0,,,0.31021987591204,garlic (gm)
1.1.07.1.1.06.0,40.39196051310292,0.015303993267075655,,,0.19176992329203,ginger (gm)
1.1.07.2.1.01.X,6.718074612832569,0.0,,,0.43848982460407,palak/other leafy vegetables
1.1.07.3.1.01.0,46.83245127486577,0.0,,,0.57487977004809,tomato
1.1.07.3.1.02.0,12.763739917867152,0.0,,,0.36815985273604995,brinjal
1.1.07.3.1.03.0,17.958228317603997,0.0,,,0.24627990148803,cauliflower
1.1.07.3.1.04.0,20.433190083012992,0.0,,,0.18138992744402,cabbage
1.1.07.3.1.05.0,14.973366095231782,0.0,,,0.27889988844004,green chillies
1.1.07.3.1.06.0,8.702166624214133,0.0,,,0.28286988685204,ladys finger
1.1.07.3.1.07.X,19.251369768252,0.05698184994280586,,,0.09626996149201,parwal/patal; kundru
1.1.07.3.1.08.X,8.748826949887324,0.0,,,0.23612990554802998,gourd; pumpkin
1.1.07.3.1.09.0,17.830180499238878,0.0,,,0.10319995872001,peas [Vegetables]
1.1.07.3.1.10.X,9.572442346701079,0.0,,,0.14246994301202,beans; barbati
1.1.07.3.1.11.0,14.738947994050193,0.0,,,0.12704994918002,lemon (no.)
1.1.07.3.1.12.X,6.4798012680749,0.0,,,0.56482977406809,other vegetables
1.1.07.4.1.01.0,3.750264855324195,0.0,,,0.09464996214001,pickles (gm)
1.1.07.4.1.02.0,47.90203164370479,0.0,,,0.007639996944001222,chips (gm)
1.1.08.1.1.01.0,26.033701878435533,0.0,,,0.79606968157212,arhar; tur
1.1.08.1.1.02.0,15.909259889671295,0.03490134465289774,,,0.19898992040403002,gram: split
1.1.08.1.1.03.0,14.510565745985353,0.05804426245497629,,,0.09479996208001,gram: whole
1.1.08.1.1.04.0,11.283409136354852,0.0,,,0.34531986187205,moong
1.1.08.1.1.05.0,11.492804353273137,0.0,,,0.30212987914803996,masur
1.1.08.1.1.06.0,19.972972238312074,0.0,,,0.27352989058804,urd
1.1.08.1.1.07.0,11.23256805132996,0.0,,,0.06755997297601,peas [Pulses]
1.1.08.1.1.08.0,9.113769446448401,0.0,,,0.011509995396,khesari
1.1.08.1.1.09.X,5.718043812901766,0.0,,,0.08298996680401,other pulses
1.1.08.2.1.01.0,9.21122365745389,0.009055810285513166,,,0.023269990692,gram products
1.1.08.2.1.02.0,14.139925472244512,0.0,,,0.15724993710002,besan
1.1.08.2.1.03.0,4.4261828121277595,0.0,,,0.030659987735999997,other pulse products
1.1.09.1.1.01.P,10.9997231272854,0.0,,,0.08754996498001,sugar - PDS
1.1.09.1.1.02.0,8.57153673414125,0.0,,,1.13402954638818,sugar - other sources
1.1.09.1.1.03.0,4.865977029776665,0.0,,,0.10302995878801,gur
1.1.09.2.1.01.0,2.5080693769847513,0.06368900254578913,,,0.0011699995320001873,candy; misri
1.1.09.2.1.02.0,4.87313610874467,0.0,,,0.0032699986920005225,honey
1.1.09.2.1.03.X,1.1890645883166004,0.12260597903966208,,,0.023409990636,sauce; jam; jelly (gm)
1.1.09.3.1.01.0,3.0728006950871327,0.0,,,0.011629995348,ice-cream
1.1.10.1.1.01.0,4.804394932131497,0.0,,,0.15946993621202,salt
1.1.10.1.1.02.0,29.872316627118668,0.0015404642680676428,,,0.37182985126805,jeera (gm)
1.1.10.1.1.03.0,8.06494984351962,0.0,,,0.33414986634005,dhania (gm)
1.1.10.1.1.04.0,5.1787433796371,0.0,,,0.49650980139607,turmeric (gm)
1.1.10.1.1.05.0,6.6153927743636265,0.0,,,0.13987994404802,black pepper (gm)
1.1.10.1.1.06.0,12.584095549878281,0.0,,,0.5750997699600899,dry chillies (gm)
1.1.10.1.1.07.0,11.21626214461154,0.0,,,0.14785994085602,tamarind (gm)
1.1.10.1.1.08.0,2.6232849348057505,0.0,,,0.17959992816002,curry powder (gm)
1.1.10.1.1.09.0,5.607201740427515,0.0,,,0.09062996374801,oilseeds (gm)
1.1.12.1.1.01.0,1.700519295507341,0.0,,,0.8549996580001299,tea: cups (no.)
1.1.12.1.1.02.0,2.382037787105744,0.11084067246442775,,,0.019609992156,coffee: cups (no.)
1.1.12.2.1.01.0,1.5192391958517764,0.0,,,2.42471903011238,cooked meals purchased  (no.)
1.1.12.3.1.01.X,2.18381833101829,0.15476393156034207,,,1.16056953577218,cooked snacks purchased [samosa; puri; paratha; burger; chowmein; idli; dosa; vada; chops; pakoras; pao bhaji; etc.]
